39,77516, Bachelors, White, Male,40, United-States
36,33394, Bachelors, White, Male,35, United-States
58,72812, 10th, White, Male,40, United-States
39,89040, Assoc-voc, White, Male,40, United-States
62,164518, HS-grad, White, Female,38, United-States
51,182740, HS-grad, White, Male,40, United-States
52,361875, Some-college, White, Female,50, United-States
25,197130, HS-grad, White, Female,30, United-States
26,340335, Bachelors, White, Female,40, United-States
26,293984, 10th, Black, Male,40, United-States
59,261584, Bachelors, Black, Female,40, Outlying-US(Guam-USVI-etc)
21,170302, HS-grad, White, Male,50, United-States
45,481987, Masters, White, Male,18, United-States
26,88449, HS-grad, White, Male,36, United-States
68,261897, 10th, White, Male,20, United-States
60,250552, HS-grad, White, Male,40, United-States
65,88513, HS-grad, White, Male,18, United-States
41,168293, Masters, White, Female,45, United-States
34,283921, HS-grad, White, Male,50, United-States
28,407043, HS-grad, Black, Male,40, United-States
40,63745, Assoc-voc, White, Female,40, United-States
57,49893, Masters, White, Male,60, United-States
37,241962, 11th, White, Male,50, United-States
34,338416, 10th, Black, Male,60, United-States
21,212888, 11th, White, Female,56, United-States
57,310320, Bachelors, White, Male,48, United-States
55,359972, Bachelors, White, Male,40, United-States
51,64643, HS-grad, White, Male,60, NA
56,125000, Bachelors, White, Male,40, United-States
32,286675, Some-college, White, Male,60, United-States
18,165532, Some-college, White, Male,15, United-States
48,349986, Assoc-voc, White, Male,40, United-States
46,213140, Bachelors, White, Male,40, NA
41,219155, Prof-school, White, Male,50, India
33,183612, HS-grad, White, Male,20, United-States
33,391114, HS-grad, White, Male,40, United-States
47,219632, 5th-6th, White, Male,40, Mexico
46,320124, HS-grad, Amer-Indian-Eskimo, Female,40, United-States
40,799281, HS-grad, White, Female,38, United-States
42,657397, HS-grad, White, Male,40, Mexico
31,373432, Bachelors, White, Male,55, United-States
51,168660, 11th, White, Male,40, United-States
44,191149, Some-college, White, Female,57, United-States
37,356824, HS-grad, White, Female,40, United-States
25,191782, 11th, Black, Female,40, United-States
63,29859, 7th-8th, White, Male,60, United-States
52,204226, HS-grad, White, Male,45, United-States
42,246862, Some-college, White, Female,40, United-States
28,496526, HS-grad, White, Female,40, United-States
30,426431, Masters, White, Male,40, United-States
34,84154, Bachelors, White, Male,50, United-States
37,45937, Assoc-acdm, White, Female,40, United-States
31,130021, HS-grad, White, Male,45, United-States
35,63021, Some-college, White, Female,35, United-States
25,367306, Some-college, White, Female,40, United-States
38,65624, HS-grad, White, Male,40, United-States
43,144928, HS-grad, White, Male,60, United-States
22,117747, Some-college, Asian-Pac-Islander, Female,40, Vietnam
18,266681, 11th, White, Male,20, United-States
26,152035, HS-grad, White, Female,40, United-States
36,190023, HS-grad, White, Male,60, United-States
43,233130, HS-grad, White, Male,20, United-States
21,149637, Some-college, White, Female,25, United-States
62,224277, Some-college, White, Female,40, United-States
26,121559, HS-grad, White, Male,40, United-States
54,230951, Bachelors, White, Male,40, United-States
18,345285, 11th, White, Female,20, United-States
65,28367, HS-grad, White, Male,55, United-States
41,320744, HS-grad, White, Male,50, United-States
31,243773, 9th, White, Female,20, United-States
56,151474, 9th, White, Female,40, United-States
50,135465, Bachelors, White, Male,50, United-States
22,210781, Bachelors, White, Female,35, United-States
36,359001, Some-college, White, Male,48, United-States
48,119471, Doctorate, Asian-Pac-Islander, Male,40, India
30,226396, HS-grad, White, Female,30, United-States
35,283122, Some-college, White, Male,45, United-States
37,326400, HS-grad, White, Male,30, United-States
32,169186, HS-grad, White, Male,5, United-States
56,158752, Masters, White, Female,50, United-States
29,208406, HS-grad, White, Male,35, United-States
41,96741, Assoc-acdm, White, Male,40, United-States
38,255191, HS-grad, White, Male,40, United-States
34,177733, 9th, White, Female,35, Dominican-Republic
54,137815, 12th, White, Male,40, United-States
36,187203, Assoc-voc, White, Male,50, United-States
42,168515, Assoc-voc, White, Female,40, United-States
33,122672, HS-grad, White, Male,50, United-States
21,195199, HS-grad, White, Female,30, United-States
69,179813, 10th, White, Male,10, United-States
32,178623, Assoc-acdm, Black, Female,46, Trinadad&Tobago
50,41890, HS-grad, White, Male,40, United-States
40,373050, 12th, White, Male,40, NA
45,80430, HS-grad, White, Female,40, United-States
31,198613, HS-grad, White, Male,35, United-States
24,330571, Bachelors, White, Female,40, United-States
28,209205, Bachelors, White, Male,60, United-States
21,132243, Assoc-acdm, White, Female,5, United-States
43,237670, Assoc-voc, White, Male,25, United-States
22,193586, HS-grad, White, Female,25, United-States
62,197353, HS-grad, White, Male,40, United-States
21,74538, Some-college, White, Male,25, United-States
37,89718, Some-college, White, Male,45, United-States
34,93169, Some-college, Black, Female,40, United-States
74,292915, Bachelors, White, Male,12, United-States
43,328570, Some-college, Black, Female,38, United-States
25,312157, Some-college, White, Female,40, United-States
43,193459, 11th, White, Male,40, United-States
23,236804, 11th, White, Male,40, United-States
33,126223, HS-grad, Black, Female,40, United-States
51,172281, Bachelors, White, Male,35, United-States
64,153894, Bachelors, White, Female,40, Peru
35,331395, Some-college, White, Male,50, United-States
69,92472, 10th, White, Male,45, United-States
32,318647, Bachelors, White, Male,48, United-States
20,332931, Some-college, White, Female,40, United-States
66,76212, HS-grad, White, Male,50, United-States
31,301168, Some-college, White, Male,40, Italy
22,440969, Some-college, White, Female,24, United-States
32,154950, Prof-school, White, Male,40, United-States
23,218343, Assoc-acdm, White, Female,40, United-States
21,239577, Some-college, White, Male,40, United-States
36,247936, HS-grad, Asian-Pac-Islander, Female,2, Taiwan
62,203525, 7th-8th, White, Male,40, United-States
24,182342, HS-grad, White, Male,40, United-States
45,25649, Some-college, White, Male,50, United-States
27,243569, 11th, White, Male,40, United-States
38,187870, Prof-school, White, Male,90, United-States
20,289116, Some-college, White, Female,5, United-States
30,487330, Some-college, White, Male,30, United-States
17,34019, 10th, White, Male,20, United-States
17,250541, 11th, Black, Male,8, United-States
21,318987, Assoc-voc, White, Male,40, United-States
56,140558, HS-grad, White, Male,40, United-States
59,303455, Masters, White, Female,60, United-States
37,76855, Some-college, White, Female,40, United-States
52,308764, Some-college, White, Female,40, United-States
50,339905, Some-college, White, Male,40, United-States
55,227856, Bachelors, White, Male,60, United-States
55,156430, Bachelors, White, Male,40, United-States
45,98265, HS-grad, White, Female,40, United-States
72,116640, Some-college, White, Male,20, United-States
39,187167, Some-college, White, Female,40, United-States
28,184078, 12th, White, Female,40, United-States
38,108140, Bachelors, White, Male,40, United-States
44,150533, Some-college, White, Male,55, United-States
51,313702, HS-grad, White, Male,40, United-States
20,39803, Some-college, White, Male,36, United-States
25,252752, Some-college, White, Female,45, United-States
52,111700, Some-college, White, Female,20, United-States
45,361842, HS-grad, White, Female,40, United-States
17,231438, 11th, White, Female,12, United-States
20,178469, HS-grad, Asian-Pac-Islander, Female,15, NA
64,116620, Masters, White, Male,25, United-States
34,112212, HS-grad, White, Male,40, United-States
74,109101, Some-college, White, Male,4, United-States
58,72998, 11th, Black, Female,40, United-States
44,147265, Masters, White, Male,40, United-States
23,314645, Assoc-acdm, White, Female,25, United-States
23,444554, HS-grad, White, Male,50, United-States
27,129629, Assoc-voc, White, Female,36, United-States
34,106761, Bachelors, White, Male,45, United-States
18,189924, HS-grad, White, Female,24, United-States
33,311194, 11th, Black, Female,17, United-States
50,89737, Some-college, White, Male,48, United-States
47,49298, HS-grad, White, Male,50, United-States
50,190333, Prof-school, White, Male,55, United-States
18,251923, 11th, White, Female,15, United-States
49,298445, Prof-school, White, Female,60, United-States
34,180284, Some-college, White, Male,50, United-States
51,154342, Masters, White, Male,45, United-States
56,68658, Some-college, White, Male,40, United-States
64,203783, HS-grad, White, Female,8, United-States
23,250037, Some-college, White, Female,50, United-States
33,158688, Some-college, White, Male,40, United-States
43,214781, Masters, White, Male,45, United-States
60,404023, HS-grad, White, Male,40, United-States
57,109015, 12th, White, Female,40, United-States
22,194630, Bachelors, White, Male,45, United-States
23,239375, Bachelors, White, Male,40, United-States
54,35576, Some-college, White, Male,50, United-States
39,363630, HS-grad, Black, Male,52, United-States
32,182926, Masters, White, Male,40, United-States
20,117222, Some-college, White, Male,15, United-States
30,110643, Some-college, White, Male,52, United-States
56,170217, HS-grad, White, Male,45, United-States
34,193285, HS-grad, White, Male,40, United-States
32,161075, HS-grad, White, Male,40, United-States
59,322691, Masters, White, Male,50, United-States
19,229431, Some-college, White, Male,11, United-States
60,106282, 9th, White, Female,40, United-States
29,105694, HS-grad, White, Male,42, United-States
24,199883, Some-college, White, Male,60, United-States
41,100800, Masters, White, Male,35, United-States
23,256278, 7th-8th, Other, Female,30, El-Salvador
32,156464, HS-grad, White, Male,50, United-States
51,129525, HS-grad, White, Male,40, NA
18,285013, HS-grad, White, Male,10, United-States
28,248911, Some-college, White, Female,40, NA
33,369386, Some-college, White, Female,40, United-States
38,219902, HS-grad, Black, Female,30, United-States
29,375482, Bachelors, White, Male,50, England
25,169124, HS-grad, White, Male,45, United-States
31,183000, Prof-school, White, Male,55, United-States
34,28053, Bachelors, White, Female,25, United-States
34,242984, HS-grad, White, Male,45, United-States
66,132055, HS-grad, White, Male,40, United-States
41,212894, 5th-6th, White, Male,40, Guatemala
62,223975, 7th-8th, White, Male,20, United-States
58,357788, HS-grad, Black, Male,40, United-States
40,406811, HS-grad, White, Female,40, Canada
24,154422, Bachelors, Asian-Pac-Islander, Female,40, Philippines
47,140644, HS-grad, White, Male,40, United-States
19,355477, HS-grad, Black, Male,25, United-States
32,151773, Some-college, White, Male,45, United-States
51,341548, Some-college, White, Female,40, United-States
25,512771, 9th, White, Male,45, United-States
60,141580, Masters, White, Male,40, United-States
22,48988, Some-college, White, Male,40, United-States
29,201022, Bachelors, White, Female,50, United-States
20,82777, HS-grad, White, Male,40, United-States
42,152676, 7th-8th, White, Male,40, Puerto-Rico
18,115815, HS-grad, White, Male,20, United-States
23,168009, 10th, Asian-Pac-Islander, Female,40, Vietnam
28,213152, Bachelors, White, Male,40, NA
55,89690, Bachelors, White, Female,40, United-States
40,126868, HS-grad, Black, Male,40, United-States
52,95128, Some-college, White, Male,50, United-States
37,185567, HS-grad, White, Male,40, United-States
21,301408, Some-college, White, Female,22, United-States
35,216256, Assoc-voc, White, Male,60, United-States
45,182541, Some-college, White, Male,48, United-States
39,172855, HS-grad, Black, Female,40, United-States
54,68684, HS-grad, White, Male,44, United-States
42,364832, 7th-8th, White, Female,40, United-States
26,264300, Some-college, White, Female,20, United-States
59,349910, Assoc-acdm, White, Male,40, United-States
42,276218, HS-grad, White, Female,40, United-States
22,251196, Some-college, Black, Female,20, United-States
33,196898, Bachelors, White, Female,40, United-States
39,58343, Some-college, White, Male,40, United-States
